Deliveries: 700 rows
delivery_id,vin,customer_name,customer_phone,dealer_code,dealer_name,delivery_date,delivery_officer,odometer_reading,fuel_level,model,variant,epod_signed,customer_remarks,inspection_id,created_at
646,MATTGL98752IN,Deepa Gupta,+919649061066,D023,Tata Motors Park Street,2025-12-19,Abhishek Pandey,19,Full,Nexon,EV Max XZ+ Lux,true,Requested additional floor mats,646,2026-03-13T06:56:53.032-04:00
647,MATNXN36331IN,Anita Patel,+918256588310,D022,Tata Motors Salt Lake,2026-02-06,Pankaj Dubey,15,Full,Nexon,XZ,true,,647,2026-03-13T06:56:53.207-04:00
648,MATPNN72779IN,Priya Tiwari,+918622835654,D028,Tata Motors Vaishali Nagar,2025-12-24,Abhishek Pandey,21,Full,Nexon,XZ,true,,648,2026-03-13T06:56:53.268-04:00
649,MATTGM39148IN,Sneha Chatterjee,+918101259431,D038,Tata Motors Kadavanthara,2026-02-09,Kunal Trivedi,11,Full,Tiago,XM,true,Delivery process was smooth and professional,649,2026-03-13T06:56:53.440-04:00
650,MATNXN14263IN,Komal Pillai,+919810479778,D031,Tata Motors Sadar,2025-12-21,Nikhil Desai,17,Full,Tiago,XM,true,Requested additional floor mats,650,2026-03-13T06:56:53.502-04:00
651,MATNXN36462IN,Sneha Bhat,+919115824131,D008,Tata Motors Gurgaon,2026-02-07,Manish Sethi,23,Full,Safari,XM,true,Noticed slight vibration during test drive - dealer to check,1,2026-03-13T06:56:53.672-04:00
652,MATPNM77653IN,Karthik Mukherjee,+918312200868,D025,Tata Motors Ashram Road,2025-12-20,Varun Mishra,13,Full,Tiago,XM,true,AC not cooling well - dealer scheduled follow-up,2,2026-03-13T06:56:53.740-04:00
653,MATSFL46671IN,Deepa Sharma,+919107481107,D037,Tata Motors Sector 17,2026-02-03,Abhishek Pandey,7,Full,Punch,Adventure,true,,3,2026-03-13T06:56:53.904-04:00
654,MATPNM78219IN,Sneha Patel,+918642997519,D025,Tata Motors Ashram Road,2025-12-24,Tarun Kaushik,21,Full,Punch,EV Adventure,true,Delivery process was smooth and professional,4,2026-03-13T06:56:53.974-04:00
655,MATNXK95322IN,Ravi Nair,+917438013753,D030,Tata Motors Gomti Nagar,2026-02-09,Rohit Bhardwaj,45,Full,Nexon,XZ+,true,Noticed slight vibration during test drive - dealer to check,5,2026-03-13T06:56:54.135-04:00
656,MATHRL78113IN,Dinesh Desai,+918463049293,D035,Tata Motors Rajpur Road,2025-12-19,Arjun Nambiar,11,Full,Punch,EV Adventure,true,All accessories installed as promised,6,2026-03-13T06:56:54.211-04:00
657,MATTGM61744IN,Suresh Nair,+918843134058,D032,Tata Motors Dharampeth,2026-02-04,Pankaj Dubey,11,Full,Tiago,XZ,true,,7,2026-03-13T06:56:54.366-04:00
658,MATTGN25566IN,Rajesh Iyer,+917716050899,D020,Tata Motors Gachibowli,2025-12-23,Pankaj Dubey,27,1/2,Nexon,XM,true,All accessories installed as promised,8,2026-03-13T06:56:54.449-04:00
659,MATNXM81766IN,Lakshmi Banerjee,+917462019884,D007,Tata Motors Noida,2026-02-09,Pankaj Dubey,36,Full,Harrier,XE,true,Very happy with the vehicle condition,9,2026-03-13T06:56:54.598-04:00
660,MATHRN21706IN,Rajesh Das,+918063353512,D018,Tata Motors Baner,2025-12-23,Manish Sethi,31,Full,Punch,Accomplished,true,,10,2026-03-13T06:56:54.688-04:00
661,MATNXK91094IN,Suresh Patel,+918898340812,D036,Tata Motors Panchkula,2026-02-04,Kunal Trivedi,23,Full,Safari,XE,true,AC not cooling well - dealer scheduled follow-up,11,2026-03-13T06:56:54.830-04:00
662,MATPNN15896IN,Divya Saxena,+917128263115,D001,Tata Motors Andheri,2025-12-19,Manish Sethi,40,3/4,Safari,XZ,false,All accessories installed as promised,12,2026-03-13T06:56:55.000-04:00
663,MATHRM17667IN,Manoj Menon,+919815730407,D040,Tata Motors Vizag CBD,2026-02-04,Arjun Nambiar,15,Full,Tiago,XZ+,true,,13,2026-03-13T06:56:55.062-04:00
664,MATSFN51724IN,Vivek Chatterjee,+918704618467,D028,Tata Motors Vaishali Nagar,2025-12-21,Sameer Khanna,16,Full,Harrier,XZ+,true,,14,2026-03-13T06:56:55.234-04:00
665,MATPNN10131IN,Sanjay Bhat,+918304275881,D034,Tata Motors Palasia,2026-02-05,Sameer Khanna,42,Full,Safari,XM,true,,15,2026-03-13T06:56:55.296-04:00
666,MATTGK49405IN,Anita Joshi,+917322812954,D034,Tata Motors Palasia,2025-12-17,Manish Sethi,7,3/4,Safari,XZ,true,AC not cooling well - dealer scheduled follow-up,16,2026-03-13T06:56:55.470-04:00
667,MATSFM96805IN,Amit Reddy,+918833383328,D008,Tata Motors Gurgaon,2026-02-05,Abhishek Pandey,22,Full,Safari,XE,true,,17,2026-03-13T06:56:55.528-04:00
668,MATTGN98029IN,Tanya Verma,+918781147386,D028,Tata Motors Vaishali Nagar,2025-12-18,Arjun Nambiar,42,Full,Tiago,XZ+,true,All accessories installed as promised,18,2026-03-13T06:56:55.704-04:00
669,MATHRM90405IN,Karthik Pillai,+917360979899,D032,Tata Motors Dharampeth,2026-02-06,Rohit Bhardwaj,8,Full,Safari,XZ,true,Requested additional floor mats,19,2026-03-13T06:56:55.760-04:00
670,MATHRL35397IN,Sachin Banerjee,+919252639330,D020,Tata Motors Gachibowli,2025-12-22,Manish Sethi,15,3/4,Tiago,XE,true,Very happy with the vehicle condition,20,2026-03-13T06:56:55.944-04:00
671,MATSFN99151IN,Lakshmi Patel,+919211900340,D026,Tata Motors SG Highway,2026-02-07,Tarun Kaushik,35,Full,Safari,XM,true,Noticed slight vibration during test drive - dealer to check,21,2026-03-13T06:56:55.990-04:00
672,MATHRM53152IN,Manoj Banerjee,+918784397625,D026,Tata Motors SG Highway,2026-02-03,Manish Sethi,9,Full,Harrier,XM,true,,22,2026-03-13T06:56:56.245-04:00
673,MATTGN22539IN,Vikram Iyer,+917676480682,D031,Tata Motors Sadar,2025-12-22,Tarun Kaushik,41,Full,Punch,Adventure,true,Documentation was delayed by 30 minutes,23,2026-03-13T06:56:56.248-04:00
674,MATHRK96471IN,Priya Chatterjee,+917142622955,D035,Tata Motors Rajpur Road,2026-02-03,Rohit Bhardwaj,27,Full,Nexon,XZ+ Lux,true,Excellent handover experience,24,2026-03-13T06:56:56.476-04:00
675,MATSFN65182IN,Anita Desai,+919862737531,D039,Tata Motors Edappally,2025-12-22,Abhishek Pandey,30,Full,Harrier,XE,true,,25,2026-03-13T06:56:56.483-04:00
676,MATSFL77853IN,Swati Joshi,+918884621033,D036,Tata Motors Panchkula,2026-02-04,Sameer Khanna,22,3/4,Nexon,XM,true,,26,2026-03-13T06:56:56.708-04:00
677,MATTGM90753IN,Arun Kapoor,+917784910842,D035,Tata Motors Rajpur Road,2025-12-17,Kunal Trivedi,40,Full,Safari,XE,true,,27,2026-03-13T06:56:56.724-04:00
678,MATNXK13934IN,Pooja Chopra,+917177500057,D025,Tata Motors Ashram Road,2025-12-18,Nikhil Desai,38,Full,Harrier,XZ+ Dark,true,,28,2026-03-13T06:56:56.962-04:00
679,MATNXK44313IN,Karthik Reddy,+917986990926,D031,Tata Motors Sadar,2026-02-04,Arjun Nambiar,41,Full,Harrier,XM,false,AC not cooling well - dealer scheduled follow-up,29,2026-03-13T06:56:56.963-04:00
680,MATNXL28931IN,Sneha Das,+918565089411,D002,Tata Motors Thane,2026-02-08,Sameer Khanna,20,Full,Tiago,XM,true,All accessories installed as promised,30,2026-03-13T06:56:57.198-04:00
681,MATHRN86556IN,Priya Reddy,+919925326343,D039,Tata Motors Edappally,2025-12-17,Nikhil Desai,5,Full,Tiago,XZ+,true,Delivery process was smooth and professional,31,2026-03-13T06:56:57.198-04:00
682,MATPNN45171IN,Anita Bhat,+918533467190,D012,Tata Motors Whitefield,2026-02-05,Manish Sethi,18,3/4,Punch,Pure,true,Noticed slight vibration during test drive - dealer to check,32,2026-03-13T06:56:57.430-04:00
683,MATTGK40169IN,Sunita Iyer,+917287003623,D024,Tata Motors Howrah,2025-12-17,Rohit Bhardwaj,22,Full,Nexon,XZ+,true,Excellent handover experience,33,2026-03-13T06:56:57.431-04:00
684,MATTGK94365IN,Kavita Mukherjee,+919643226177,D005,Tata Motors Connaught Place,2026-02-07,Tarun Kaushik,15,Full,Tiago,XE,true,Requested additional floor mats,34,2026-03-13T06:56:57.663-04:00
685,MATSFM49252IN,Vikram Patel,+918155604503,D017,Tata Motors Hinjawadi,2025-12-21,Rohit Bhardwaj,31,Full,Safari,Adventure,true,Excellent handover experience,35,2026-03-13T06:56:57.664-04:00
686,MATHRN86939IN,Karthik Verma,+918080080462,D013,Tata Motors Koramangala,2026-02-02,Arjun Nambiar,8,Full,Harrier,XZ+ Dark,true,Very happy with the vehicle condition,36,2026-03-13T06:56:57.895-04:00
687,MATPNM49274IN,Priya Kapoor,+917419511862,D006,Tata Motors Dwarka,2025-12-20,Pankaj Dubey,15,Full,Harrier,XZ+ Dark,true,Noticed slight vibration during test drive - dealer to check,37,2026-03-13T06:56:57.898-04:00
688,MATSFK32468IN,Rajesh Banerjee,+917863817960,D034,Tata Motors Palasia,2026-02-02,Tarun Kaushik,15,Full,Harrier,XM,true,All accessories installed as promised,38,2026-03-13T06:56:58.126-04:00
689,MATHRN64842IN,Meera Nair,+917218187696,D036,Tata Motors Panchkula,2025-12-17,Arjun Nambiar,30,Full,Nexon,EV XZ+,true,Delivery process was smooth and professional,39,2026-03-13T06:56:58.132-04:00
690,MATHRN18384IN,Ravi Pillai,+918492163362,D016,Tata Motors Kothrud,2026-02-04,Tarun Kaushik,15,Full,Tiago,XE,true,Requested additional floor mats,40,2026-03-13T06:56:58.358-04:00
691,MATHRL42654IN,Dinesh Dutta,+917810199665,D028,Tata Motors Vaishali Nagar,2025-12-17,Arjun Nambiar,5,Full,Safari,XM,true,Noticed slight vibration during test drive - dealer to check,41,2026-03-13T06:56:58.367-04:00
692,MATHRK63907IN,Sneha Gupta,+917074994757,D040,Tata Motors Vizag CBD,2026-02-01,Arjun Nambiar,10,Full,Nexon,XE,true,,42,2026-03-13T06:56:58.619-04:00
693,MATHRN97856IN,Kavita Chopra,+919385384970,D031,Tata Motors Sadar,2025-12-16,Arjun Nambiar,30,Full,Tiago,XZ,true,Requested additional floor mats,43,2026-03-13T06:56:58.620-04:00
694,MATHRK16259IN,Kavita Nair,+918924464681,D037,Tata Motors Sector 17,2026-02-05,Pankaj Dubey,37,Full,Punch,EV Adventure,true,,44,2026-03-13T06:56:58.851-04:00
695,MATHRK64484IN,Pooja Pandey,+918115041060,D007,Tata Motors Noida,2025-12-15,Pankaj Dubey,33,1/2,Nexon,XZ,true,,45,2026-03-13T06:56:58.854-04:00
696,MATSFK58362IN,Deepa Reddy,+918872680403,D018,Tata Motors Baner,2026-02-05,Varun Mishra,26,Full,Punch,Adventure,true,,46,2026-03-13T06:56:59.087-04:00
697,MATSFM93277IN,Parveen Kumar,+918150583499,D030,Tata Motors Gomti Nagar,2025-12-17,Kunal Trivedi,26,Full,Nexon,XM,true,Excellent handover experience,47,2026-03-13T06:56:59.087-04:00
698,MATHRK41922IN,Kavita Iyer,+919563116000,D006,Tata Motors Dwarka,2026-01-31,Rohit Bhardwaj,30,Full,Harrier,XZ+ Dark,true,Very happy with the vehicle condition,48,2026-03-13T06:56:59.320-04:00
699,MATNXM53420IN,Rajesh Singh,+918567588279,D012,Tata Motors Whitefield,2025-12-17,Sameer Khanna,11,Full,Nexon,EV XZ+,true,Noticed slight vibration during test drive - dealer to check,49,2026-03-13T06:56:59.321-04:00
700,MATHRL32764IN,Manoj Rao,+919250201559,D028,Tata Motors Vaishali Nagar,2026-02-04,Abhishek Pandey,34,3/4,Safari,Adventure,true,Delivery process was smooth and professional,50,2026-03-13T06:56:59.551-04:00
